"","response","email","date","site","initials","number","camera","first_photo","gps_n","gps_w","slope","aspect","height_ft","seedling_or_adult","dbh_cm","adult_crown_class","adult_dead_or_alive","dead_adult_base_epicormics","dead_adult_trunk_epicormics","dead_adult_canker_presence","dead_adult_canker_base","dead_adult_canker_1st9ft","dead_adult_canker_1stlivebranch","dead_adult_girdle","producing_seed","adult_percent_live_canopy","live_adult_base_epicormics","live_adult_trunk_epicormics","live_adult_canker_presence","live_adult_callus_presence","live_adult_canker_base","live_adult_canker_1st9ft","live_adult_canker_1stlivebranch","live_adult_girdle","live_adult_purdue_canker_rating","live_adult_purdue_canopy_ranking","densi_n","densi_e","densi_s","densi_w","basal_diameter_mm","seedling_damage","seedling_previous_stem_count","seedling_germ_yr","seedling_dead_or_alive","dead_seedling_canker_presence","seedling_percent_live_canopy","live_seedling_canker_presence","live_seedling_callus_presence","seedling_canker_base","seedling_canker_stem","seedling_girdle","seed_count","seed_bunch_size","terminal_bud","leaf_scar","lenticels","twig_hairs","riparian_or_upland","associate_trees","competition","other_competition","last_photo","notes","hybrid_visibility","Column.67","IGNORE.1","Ignore.2","ignore.3","ignore.4","ignore.5","ignore.6","ignore.7","ignore.8","Column.77","hickory","dogwood","black.walnut","white.pine","red.cedar","white.cedar","malus","buckthorn","ash","elm","mulberry","basswood","sumac","honeysuckle","elderberry","prunus","lilac","boxelder","maple","hackberry","butternut","oak","poplar","hazelnut","beech","gooseberry","spruce","birch","seedling_damage.1","Column.105","age_clark","soil_type"
"80",313,"kyliereroth@gmail.com","9/24/2025","CPVT","Bu","108","SonyHX90V",4500,44.331784,-73.242083,5,"W",49.4,"Adult",26.4,"Dominant","Alive","","","",NA,NA,NA,NA,"Unknown (unable to see)",75,"N","N","Y","Yes",30,2,2,30,1.5,2,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","Butternut ash basswood ","Nearby grasses or forbs","",4508,"","N",NA,"butternut","ash","basswood","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",1992,0
"81",314,"kyliereroth@gmail.com","9/24/2025","CPVT","Bu","109","SonyHX90V",4509,44.331775,-73.242197,5,"W",38.2,"Adult",25.1,"Co-dominant","Alive","","","",NA,NA,NA,NA,"No",75,"N","Y","Y","Yes",60,NA,10,65,2.5,2.5,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","ash butternut ","Nearby grasses or forbs","",4528,"23.5 is other dbh. these are likely joined below ground- weird wandering trunk!","N",NA,"ash","butternut","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",1993.625,0
"82",315,"pikesipoo@gmail.com","9/24/2025","CPVT","Bu","110","SonyHX90V",4529,44.331642,-73.242573,5,"W",30.9,"Adult",26.4,"Dominant","Alive","","","",NA,NA,NA,NA,"No",50,"N","Y","Y","Yes",90,NA,65,75,4,4,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","Ash butternut hickory birch ","Nearby grasses or forbs, Nearby shrubs","",4538,"16.8 is dbh of other stem. These split about 1 ft above ground","N",NA,"ash","butternut","hickory","birch","","","","",NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"","",1992,0
"83",316,"pikesipoo@gmail.com","9/24/2025","CPVT","Bu","111","SonyHX90V",4539,44.331601,-73.242457,5,"W",36.5,"Adult",28.9,"Dominant","Alive","","","",NA,NA,NA,NA,"No",75,"N","Y","Y","Yes",70,15,8,55,2.5,2.5,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","Butternut ash oak","Nearby grasses or forbs, Nearby shrubs","",4550,"3 stems total. Other dbh are 27.8 and 23.6.","N",NA,"butternut","ash","oak","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"","",1988.875,0
"84",317,"pikesipoo@gmail.com","9/24/2025","CPVT","Bu","112","SonyHX90V",4551,44.33168,-73.242682,7,"W",42.4,"Adult",19.3,"Co-dominant","Alive","","","",NA,NA,NA,NA,"No",75,"N","Y","Y","Yes",40,20,20,40,2.5,2.5,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","Basswood ash hickory birch ","Nearby shrubs","",4559,"Other dbh 18.0. These split below ground.","N",NA,"basswood","ash","hickory","birch","","","","",NA,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"","",2000.875,0
"85",318,"pikesipoo@gmail.com","9/24/2025","CPVT","Bu","113","SonyHX90V",4560,44.331629,-73.242802,5,"W",28,"Adult",9.3,"Suppressed","Alive","","","",NA,NA,NA,NA,"No",50,"N","N","Y","Yes",50,20,20,55,3.5,4,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","Hickory basswood birch butternut","Nearby grasses or forbs","",4566,"","N",NA,"hickory","basswood","birch","butternut","","","","",NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"","",2013.375,0
"86",319,"pikesipoo@gmail.com","9/24/2025","CPVT","Bu","114","SonyHX90V",4567,44.331497,-73.242857,10,"W",44.9,"Adult",36.4,"Dominant","Alive","","","",NA,NA,NA,NA,"No",75,"N","Y","Y","Yes",40,NA,3,35,2,2.5,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","Butternut ash hickory ","Nearby grasses or forbs","",4574,"","N",NA,"butternut","ash","hickory","","","","","",NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",1979.5,0
"87",320,"pikesipoo@gmail.com","9/24/2025","CPVT","Bu","115","SonyHX90V",4575,44.331501,-73.242948,10,"W",34.9,"Adult",28.2,"Dominant","Alive","","","",NA,NA,NA,NA,"No",85,"N","Y","Y","Yes",60,NA,60,65,4,2.5,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","Butternut ash","Nearby grasses or forbs, Vines on the tree","",4585,"","N",NA,"butternut","ash","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",1989.75,0
"88",321,"pikesipoo@gmail.com","9/24/2025","CPVT","Bu","116","SonyHX90V",4586,44.331251,-73.242839,10,"W",42,"Adult",31,"Dominant","Alive","","","",NA,NA,NA,NA,"No",85,"N","Y","Y","Yes",35,8,8,25,2.5,2,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","Butternut ","Nearby grasses or forbs","",4593,"","N",NA,"butternut","","","","","","","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",1986.25,0
"89",322,"pikesipoo@gmail.com","9/24/2025","CPVT","Bu","117","SonyHX90V",4607,44.330988,-73.242857,10,"W",41,"Adult",48.4,"Dominant","Alive","","","",NA,NA,NA,NA,"No",90,"N","Y","Y","Yes",35,NA,10,30,2,1.5,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",0,"0","0","0","upland","Butternut ","Nearby shrubs, Vines on the tree","",4602,"","N",NA,"butternut","","","","","","","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",1964.5,0
"90",323,"pikesipoo@gmail.com","9/24/2025","CPVT","Bu","118","SonyHX90V",4608,44.330896,-73.242835,10,"W",35,"Adult",27.1,"Dominant","Alive","","","",NA,NA,NA,NA,"No",85,"N","Y","Y","Yes",50,25,30,70,3,2,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",0,"1","0","0","upland","Butternut ash","Nearby grasses or forbs, Vines on the tree","",4624,"","Y",NA,"butternut","ash","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",1991.125,0
"91",347,"kyliereroth@gmail.com","9/25/2025","CPVT","bu","119","SonyHX90V",4625,44.33186,-73.24187,5,"W",25.3,"Adult",10.9,"Dominant","Alive","","","",NA,NA,NA,NA,"Unknown (unable to see)",0,"N","N","Y","Yes",75,NA,30,50,3,2,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","basswood sumac elm","Nearby grasses or forbs","",4633,"no leaves due to  regular senescence so dieback is not known ","N",NA,"basswood","sumac","elm","","","","","",NA,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2011.375,0
"92",348,"kyliereroth@gmail.com","9/26/2025","CPVT","bu","120","SonyHX90V",4634,44.33075,-73.24276,5,"W",38,"Adult",32,"Dominant","Alive","","","",NA,NA,NA,NA,"No",65,"N","Y","Y","Yes",40,NA,20,50,3,2,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","butternut ","Nearby grasses or forbs","",4650,"dark grey bark","N",NA,"butternut","","","","","","","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",1985,0
"93",349,"kyliereroth@gmail.com","9/26/2025","CPVT","bu","121","SonyHX90V",4651,44.33075,-73.24272,5,"W",44.8,"Adult",53.8,"Dominant","Alive","","","",NA,NA,NA,NA,"No",50,"N","Y","Y","Yes",45,20,15,50,3,3,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",0,"0","0","0","upland","butternut ash","Nearby grasses or forbs, Nearby shrubs","",4667,"","Y",NA,"butternut","ash","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",1957.75,0
"94",350,"kyliereroth@gmail.com","9/26/2025","CPVT","bu","122","SonyHX90V",4668,44.33058,-73.24278,5,"W",43.6,"Adult",55,"Dominant","Alive","","","",NA,NA,NA,NA,"No",50,"N","Y","Y","Yes",25,NA,15,15,2,3,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",0,"0","0","1","upland","butternut ash","Nearby grasses or forbs, Vines on the tree","",4680,"live crown my be underestimated by natural senescence ","Y",NA,"butternut","ash","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",1956.25,0
"95",351,"kyliereroth@gmail.com","9/26/2025","CPVT","bu","123","SonyHX90V",4681,44.33027,-73.24258,5,"W",47.8,"Adult",59.9,"Dominant","Alive","","","",NA,NA,NA,NA,"No",85,"N","Y","Y","Yes",10,10,10,5,1.5,2,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",0,"0","0","0","upland","butternut ash","Nearby grasses or forbs","",4694,"dark bark","Y",NA,"butternut","ash","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",1950.125,0
"96",352,"kyliereroth@gmail.com","9/26/2025","CPVT","bu","124","SonyHX90V",4695,44.33086,-73.24354,10,"W",55,"Adult",70.9,"Co-dominant","Alive","","","",NA,NA,NA,NA,"No",75,"N","Y","Y","Yes",15,7,5,5,1.5,2,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",0,"0","0","0","upland","ash butternut","Nearby grasses or forbs","",4710,"dark grey bark good looking tree","Y",NA,"ash","butternut","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",1936.375,0
"97",353,"kyliereroth@gmail.com","9/26/2025","CPVT","bu","125","SonyHX90V",4711,44.33086,-73.24336,10,"NW",54,"Adult",41.7,"Co-dominant","Alive","","","",NA,NA,NA,NA,"No",65,"N","Y","Y","Yes",10,2,2,5,1,2,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","butternut ash","Nearby grasses or forbs, Vines on the tree","",4718,"live crown may be underestimated because of natural senescence ","N",NA,"butternut","ash","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",1972.875,0
"98",354,"kyliereroth@gmail.com","9/26/2025","CPVT","bu","126","SonyHX90V",4719,44.33104,-73.24474,3,"NW",45,"Adult",26.3,"Suppressed","Alive","","","",NA,NA,NA,NA,"No",75,"N","Y","Y","Yes",10,5,5,4,1.5,2,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","ash butternut basswood ","Nearby grasses or forbs, Vines on the tree","",4729,"adjacent to ash","N",NA,"ash","butternut","basswood","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",1992.125,0
"99",355,"kyliereroth@gmail.com","9/26/2025","CPVT","bu","127","SonyHX90V",4730,44.331,-73.24455,2,"NW",23.5,"Adult",23.8,"Co-dominant","Alive","","","",NA,NA,NA,NA,"No",10,"N","Y","Y","Yes",80,10,12,75,2.5,5,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",0,"0","0","0","upland","ash elm ","Nearby grasses or forbs, Nearby shrubs, Vines on the tree","",4744,"primary canker at base but few cankers on the rest of the crown even though it has severe dieback","Y",NA,"ash","elm","","","","","","",NA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1995.25,0
"100",356,"kyliereroth@gmail.com","9/26/2025","CPVT","bu","128","SonyHX90V",4745,44.33132,-73.2447,2,"NW",28,"Adult",22.7,"Co-dominant","Alive","","","",NA,NA,NA,NA,"No",10,"N","Y","Y","Yes",65,15,15,70,3,5,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","butternut ash maple oak","Nearby shrubs, Vines on the tree","",4755,"ht assessed to top live branch","N",NA,"butternut","ash","maple","oak","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,"","",1996.625,0
"101",357,"kyliereroth@gmail.com","9/26/2025","CPVT","bu","129","SonyHX90V",4756,44.33129,-73.24474,5,"NEW",49,"Adult",33.2,"Intermediate","Alive","","","",NA,NA,NA,NA,"No",10,"N","Y","Y","Yes",85,3,10,75,3,5,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","hickory butternut ash basswood ","Nearby grasses or forbs, Vines on the tree","",4770,"","N",NA,"hickory","butternut","ash","basswood","","","","",NA,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",1983.5,0
"102",358,"kyliereroth@gmail.com","9/26/2025","CPVT","bu","130","SonyHX90V",4771,44.33134,-73.24451,5,"NW",38,"Adult",23.8,"Dominant","Alive","","","",NA,NA,NA,NA,"No",50,"N","Y","Y","Yes",40,50,50,50,4,3.5,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",0,"1","0","Unsure","upland","hickory butternut ash","Nearby grasses or forbs, Nearby shrubs, Vines on the tree","",4785,"lots of long cankers across the bole and crown","Y",NA,"hickory","butternut","ash","","","","","",NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",1995.25,0
"103",359,"kyliereroth@gmail.com","9/26/2025","CPVT","bu","131","SonyHX90V",4799,44.33135,-73.24446,2,"NE",39,"Adult",27.8,"Co-dominant","Alive","","","",NA,NA,NA,NA,"No",50,"N","Y","Y","Yes",20,5,15,15,2.5,3.5,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",0,"0","0","0","upland","butternut hickory ash elm","Nearby grasses or forbs, Nearby shrubs","",4793,"","N",NA,"butternut","hickory","ash","elm","","","","",NA,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",1990.25,0
"104",360,"kyliereroth@gmail.com","9/26/2025","CPVT","Bu","132","SonyHX90V",4800,44.33146,-73.24428,5,"NW",20,"Adult",19,"Co-dominant","Alive","","","",NA,NA,NA,NA,"No",75,"N","N","Y","Yes",65,NA,30,50,3.5,2,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",0,"0","0","0","upland","ash, poplar, buckthorn, oak","Nearby shrubs, Vines on the tree","",4815,"","Y",NA,"ash","poplar","buckthorn","oak","","","","",NA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"","",2001.25,0
"105",411,"kyliereroth@gmail.com","10/1/2025","CPVT","BU","133","SonyHX90V",5125,44.337144,-73.243246,9,"w",1.33,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,96,96,9.87,"Having been mowed in the past",1,2024,"Alive","",90,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, sumac","Nearby grasses or forbs","",5131,"","Y",NA,"red cedar","sumac","","","","","","",NA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Having been mowed in the past","",2024,0
"106",413,"kyliereroth@gmail.com","10/1/2025","CPVT","BU","134","SonyHX90V",5140,44.33733,-73.243615,10,"w",3.17,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,96,96,15.92,"",0,2023,"Alive","",60,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","sumac, red cedar, ash","Nearby grasses or forbs","",5148,"","Y",NA,"sumac","red cedar","ash","","","","","",NA,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023,0
"107",412,"kyliereroth@gmail.com","10/1/2025","CPVT","BU","135","SonyHX90V",5132,44.3367656,-73.2440669,7,"w",1.5,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,70,94,48,22,7.46,"",0,2024,"Alive","",0,"Y","N",0,3,8,"","",NA,"0","0","0","upland","buckthorn, ash, sumac, red cedar","Nearby grasses or forbs","",5139,"","Y",NA,"buckthorn","ash","sumac","red cedar","","","","",NA,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2024,0
"108",416,"kyliereroth@gmail.com","10/1/2025","CPVT","BU","136","SonyHX90V",5169,44.336724,-73.24348,10,"w",0.83,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,79,71,2.66,"Having been mowed in the past",1,2024,"Alive","",25,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, sumac","Nearby grasses or forbs","",5177,"growing out of a large brushhogged stem","Y",NA,"red cedar","sumac","","","","","","",NA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Having been mowed in the past","",2024,0
"109",414,"kyliereroth@gmail.com","10/1/2025","CPVT","BU","137","SonyHX90V",5149,44.336849,-73.243222,10,"w",5.17,"Adult",0.55,"NA - no canopy","Alive","","","",NA,NA,NA,NA,"No",100,"Y","N","N","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"0","0","1","upland","red cedar, sumac","Nearby grasses or forbs","",5157,"many stems all sprouts of a very large brushhogged tree","Y",NA,"red cedar","sumac","","","","","","",NA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2024.3125,0
"110",415,"kyliereroth@gmail.com","10/1/2025","CPVT","BU","138","SonyHX90V",5158,44.336705,-73.243019,10,"w",0.66,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,96,96,10.03,"Having been mowed in the past",1,2024,"Alive","",75,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, sumac","Nearby grasses or forbs","",5168,"","Y",NA,"red cedar","sumac","","","","","","",NA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Having been mowed in the past","",2024,0
"111",419,"kyliereroth@gmail.com","10/1/2025","CPVT","bu","139","SonyHX90V",5192,44.336764,-73.243216,12,"w",3.5,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,83,69,57,96,22.67,"Having been mowed in the past",1,2020,"Alive","",30,"Y","Y",0,3,30,"","",NA,"1","1","0","upland","red cedar, ash, sumac","None apparent","",5202,"","Y",NA,"red cedar","ash","sumac","","","","","",NA,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Having been mowed in the past","",2020,0
"112",417,"kyliereroth@gmail.com","10/1/2025","CPVT","Bu","140","SonyHX90V",5178,44.337174,-73.242784,10,"w",1.08,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,75,94,96,96,9.96,"",0,2023,"Alive","",0,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, ash, sumac","Nearby grasses or forbs","",5184,"","Y",NA,"red cedar","ash","sumac","","","","","",NA,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023,0
"113",418,"kyliereroth@gmail.com","10/1/2025","CPVT","BU","141","SonyHX90V",5185,44.336731,-73.243378,10,"w",0.83,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,95,96,96,96,6.56,"Having been mowed in the past",1,2024,"Alive","",40,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, ash, sumac","Nearby grasses or forbs","",5191,"","Y",NA,"red cedar","ash","sumac","","","","","",NA,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Having been mowed in the past","",2024,0
"114",420,"kyliereroth@gmail.com","10/1/2025","CPVT","bu","142","SonyHX90V",5203,44.336734,-73.243228,10,"w",3,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,91,96,96,13.13,"",0,2024,"Alive","",5,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, ash, sumac","None apparent","",5211,"","Y",NA,"red cedar","ash","sumac","","","","","",NA,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2024,0
"115",421,"kyliereroth@gmail.com","10/1/2025","CPVT","BU","143","SonyHX90V",5212,44.336616,-73.243316,10,"w",3.25,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,96,96,27.05,"Having been mowed in the past",1,2019,"Alive","",40,"Y","Y",30,9,30,"","",NA,"0","0","0","upland","red cedar, ash, sumac","Nearby grasses or forbs","",5221,"","Y",NA,"red cedar","ash","sumac","","","","","",NA,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Having been mowed in the past","",2019,0
"116",422,"kyliereroth@gmail.com","10/1/2025","CPVT","BU","144","SonyHX90V",5222,44.336486,-73.24313,10,"w",3.75,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,96,96,17.55,"Having been mowed in the past",0,2023,"Alive","",70,"Y","N",20,0,45,"","",NA,"0","0","0","upland","red cedar, ash","Nearby grasses or forbs","",5232,"","Y",NA,"red cedar","ash","","","","","","",NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Having been mowed in the past","",2023,0
"117",424,"kyliereroth@gmail.com","10/1/2025","CPVT","BU","145","SonyHX90V",5242,44.335959,-73.242806,10,"w",1.46,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,23,72,96,10.67,"",0,2024,"Alive","",20,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, buckthorn","Nearby grasses or forbs","",5248,"","Y",NA,"red cedar","buckthorn","","","","","","",NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2024,0
"118",423,"kyliereroth@gmail.com","10/1/2025","CPVT","bu","146","SonyHX90V",5233,44.335813,-73.243265,10,"w",0.83,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,30,32,21,25,10.19,"",0,2024,"Alive","",90,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, buckthorn","None apparent","",5241,"","Y",NA,"red cedar","buckthorn","","","","","","",NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2024,0
"119",427,"kyliereroth@gmail.com","10/1/2025","CPVT","BU","147","SonyHX90V",5267,44.335969,-73.2431,10,"w",1,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,95,55,37,48,9.92,"Vole (nibbling on the bark)",0,2025,"Alive","",50,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, buckthorn","None apparent","",5274,"","Y",NA,"red cedar","buckthorn","","","","","","",NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Vole (nibbling on the bark)","",2025,0
"120",429,"kyliereroth@gmail.com","10/1/2025","CPVT","BU","148","SonyHX90V",5283,44.335729,-73.243067,10,"w",0.71,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,5,46,74,39,6.3,"",0,2024,"Alive","",85,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, honeysuckle ","Nearby grasses or forbs","",5292,"","Y",NA,"red cedar","honeysuckle","","","","","","",NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2024,0
"121",426,"kyliereroth@gmail.com","10/1/2025","CPVT","BU","149","SonyHX90V",5256,44.335725,-73.242852,10,"w",2.67,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,91,96,60,48,20.57,"",0,2022,"Alive","",70,"Y","Y",0,3,15,"","",NA,"1","0","0","upland","red cedar, ash","Nearby shrubs","",5266,"","Y",NA,"red cedar","ash","","","","","","",NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2022,0
