"","response","email","date","site","initials","number","camera","first_photo","gps_n","gps_w","slope","aspect","height_ft","seedling_or_adult","dbh_cm","adult_crown_class","adult_dead_or_alive","dead_adult_base_epicormics","dead_adult_trunk_epicormics","dead_adult_canker_presence","dead_adult_canker_base","dead_adult_canker_1st9ft","dead_adult_canker_1stlivebranch","dead_adult_girdle","producing_seed","adult_percent_live_canopy","live_adult_base_epicormics","live_adult_trunk_epicormics","live_adult_canker_presence","live_adult_callus_presence","live_adult_canker_base","live_adult_canker_1st9ft","live_adult_canker_1stlivebranch","live_adult_girdle","live_adult_purdue_canker_rating","live_adult_purdue_canopy_ranking","densi_n","densi_e","densi_s","densi_w","basal_diameter_mm","seedling_damage","seedling_previous_stem_count","seedling_germ_yr","seedling_dead_or_alive","dead_seedling_canker_presence","seedling_percent_live_canopy","live_seedling_canker_presence","live_seedling_callus_presence","seedling_canker_base","seedling_canker_stem","seedling_girdle","seed_count","seed_bunch_size","terminal_bud","leaf_scar","lenticels","twig_hairs","riparian_or_upland","associate_trees","competition","other_competition","last_photo","notes","hybrid_visibility","Column.67","IGNORE.1","Ignore.2","ignore.3","ignore.4","ignore.5","ignore.6","ignore.7","ignore.8","Column.77","hickory","dogwood","black.walnut","white.pine","red.cedar","white.cedar","malus","buckthorn","ash","elm","mulberry","basswood","sumac","honeysuckle","elderberry","prunus","lilac","boxelder","maple","hackberry","butternut","oak","poplar","hazelnut","beech","gooseberry","spruce","birch","seedling_damage.1","Column.105"
"79",215,"kyliereroth@gmail.com","9/10/2025","ILM","BU","238","SonyHX90V",3695,44.88261,-73.3302,0,"",30,"Adult",25.2,"Co-dominant","Alive","","","",NA,NA,NA,NA,"Unknown (unable to see)",70,"N","Y","Y","Yes",80,85,75,85,4,2,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","red cedar, bitternut hickory, buckthorn, ash, elm","Vines on the tree","",3706,"epicormics dead, collected by catherine","N",NA,"red cedar","hickory","buckthorn","ash","elm","","","",NA,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"80",216,"kyliereroth@gmail.com","9/10/2025","ILM","BU","242","SonyHX90V",3717,44.88265,-73.3304,0,"",40,"Adult",32.3,"Dominant","Alive","","","",NA,NA,NA,NA,"Unknown (unable to see)",25,"N","N","Y","Yes",10,45,45,55,3.5,2.5,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","elm, butternut, ash, red cedar, elderberry","Vines on the tree","",3726,"collected by catherine","N",NA,"elm","butternut","ash","red cedar","elderberry","","","",NA,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"81",217,"kyliereroth@gmail.com","9/6/2025","ILM","BU","250","SonyHX90V",2424,44.88384,-73.3268,1,"E",0.68,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,88,92,96,96,4.22,"",0,2024,"Dead","N",NA,"","",NA,NA,NA,"","",NA,"0","0","Unsure","upland","red cedar, butternut, bitternut hickory","None apparent","",2428,"collected by emma","Y",NA,"red cedar","butternut","hickory","","","","","",NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"82",218,"kyliereroth@gmail.com","9/6/2025","ILM","BU","251","SonyHX90V",2415,44.88384,-73.3268,1,"E",1.04,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,28,68,95,61,3.9,"",1,2024,"Alive","",45,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, butternut, bitternut hickory","None apparent","",2423,"1 additional living stem slightly shorter than the main living stem, collected by emma","Y",NA,"red cedar","butternut","hickory","","","","","",NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"83",219,"kyliereroth@gmail.com","9/6/2025","ILM","BU","252","SonyHX90V",2429,44.88385,-73.3267,3,"E",2.12,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,87,82,91,95,9.23,"",0,2023,"Alive","",100,"Y","N",10,5,30,"","",NA,"0","0","0","upland","red cedar, butternut, bitternut hickory, ash","None apparent","",2436,"collected by emma","Y",NA,"red cedar","butternut","hickory","ash","","","","",NA,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"84",220,"kyliereroth@gmail.com","9/7/2025","ILM","BU","253","SonyHX90V",2445,44.88378,-73.3268,2,"E",2.52,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,93,11,96,10.25,"",0,2024,"Alive","",70,"Y","N",70,5,50,"","",NA,"0","0","0","upland","red cedar, maple, basswood, honeysuckle","None apparent","",2453,"collected by emma","Y",NA,"red cedar","maple","basswood","honeysuckle","","","","",NA,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",""
"85",221,"kyliereroth@gmail.com","9/7/2025","ILM","BU","255","SonyHX90V",2454,44.88376,-73.3269,5,"E",0.96,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,94,96,3.97,"",0,2024,"Alive","",0,"Y","N",20,15,25,"","",NA,"0","0","0","upland","red cedar, basswood","Nearby grasses or forbs","",2465,"collected by emma","Y",NA,"red cedar","basswood","","","","","","",NA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"86",222,"kyliereroth@gmail.com","9/7/2025","ILM","BU","256","SonyHX90V",2466,44.88372,-73.3269,2,"NE",1.7,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,80,47,95,10.02,"",0,2024,"Alive","",20,"Y","N",30,0,50,"","",NA,"Unsure","0","0","upland","red cedar, basswood, ash, elm","None apparent","",2476,"collected by emma","Y",NA,"red cedar","basswood","ash","elm","","","","",NA,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"87",223,"kyliereroth@gmail.com","9/7/2025","ILM","BU","259","SonyHX90V",2487,44.8836,-73.3269,5,"NE",1.16,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,63,92,96,8.24,"",0,2023,"Alive","",20,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, bitternut hickory, buckthorn","None apparent","",2496,"collected by emma","Y",NA,"red cedar","hickory","buckthorn","","","","","",NA,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"88",224,"kyliereroth@gmail.com","9/7/2025","ILM","BU","262","SonyHX90V",2506,44.88345,-73.327,1,"N",1,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,35,72,95,85,4.08,"",0,2024,"Alive","",0,"Y","Y",50,20,75,"","",NA,"0","0","Unsure","upland","red cedar, bitternut hickory, elm, butternut","None apparent","",2519,"collected by emma","Y",NA,"red cedar","hickory","elm","butternut","","","","",NA,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"89",225,"kyliereroth@gmail.com","9/7/2025","ILM","BU","263","SonyHX90V",2520,44.88345,-73.327,2,"NE",1.62,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,31,86,22,21,8.22,"",0,2024,"Alive","",50,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, bitternut hickory, butternut","None apparent","",2530,"collected by emma","Y",NA,"red cedar","hickory","butternut","","","","","",NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"90",226,"kyliereroth@gmail.com","9/7/2025","ILM","BU","264","SonyHX90V",2540,44.88345,-73.3271,5,"NE",2.37,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,75,84,89,77,8.21,"",1,2024,"Alive","",100,"Y","N",0,1,5,"","",NA,"0","0","0","upland","red cedar, bitternut hickory, elm, butternut","None apparent","",2552,"collected by emma","Y",NA,"red cedar","hickory","elm","butternut","","","","",NA,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"91",227,"kyliereroth@gmail.com","9/7/2025","ILM","BU","265","SonyHX90V",2553,44.883401,-73.327,1,"N",1.66,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,92,68,96,8.18,"",0,2023,"Alive","",0,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, butternut, bitternut hickory","None apparent","",2560,"collected by emma","Y",NA,"red cedar","butternut","hickory","","","","","",NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"92",228,"kyliereroth@gmail.com","9/7/2025","ILM","BU","267","SonyHX90V",2561,44.88337,-73.327,1,"N",1.06,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,87,96,6.2,"",0,2024,"Alive","",0,"Y","N",15,0,35,"","",NA,"0","0","0","upland","butternut, red cedar, bitternunt hickory","None apparent","",2567,"collected by emma","Y",NA,"butternut","red cedar","hickory","","","","","",NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"93",229,"kyliereroth@gmail.com","9/7/2025","ILM","BU","286","SonyHX90V",2645,44.88344,-73.3274,0,"",1.1,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,28,6,66,76,6.94,"",0,2024,"Alive","",0,"Y","N",0,5,60,"","",NA,"Unsure","0","Unsure","upland","malus, red cedar","None apparent","",2649,"collected by emma","Y",NA,"malus","red cedar","","","","","","",NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"94",230,"kyliereroth@gmail.com","9/7/2025","ILM","BU","288","SonyHX90V",2604,44.88343,-73.3272,2,"E",9,"Adult",2.4,"Suppressed","Alive","","","",NA,NA,NA,NA,"No",100,"N","N","Y","Yes",0,NA,0,0,1,1,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"0","0","1","upland","butternut, red cedar, malus","None apparent","",2614,"1 previous dead stem from base, unsure if it was an epicormic. collected by emma","Y",NA,"butternut","red cedar","malus","","","","","",NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"95",231,"kyliereroth@gmail.com","9/7/2025","ILM","BU","300","SonyHX90V",2680,44.88391,-73.3271,0,"",1.08,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,19,22,42,50,6.18,"",0,2024,"Alive","",5,"N","",NA,NA,NA,"","",NA,"Unsure","0","0","upland","red cedar, basswood, shagbark hickory, oak","None apparent","",2689,"collected by catherine","Y",NA,"red cedar","basswood","hickory","oak","","","","",NA,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"",""
"96",232,"kyliereroth@gmail.com","9/10/2025","ILM","BU","309","SonyHX90V",3739,44.88291,-73.3306,0,"",1.81,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,88,96,96,87,6.1,"",1,2024,"Alive","",100,"Y","N",0,2,10,"","",NA,"0","0","0","upland","butternut, red cedar, white cedar","None apparent","",3748,"2 living stems, 1 dead. took data on bigger/ living stem. Collected by catherine","Y",NA,"butternut","red cedar","white cedar","","","","","",NA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"97",233,"kyliereroth@gmail.com","9/10/2025","ILM","BU","314","SonyHX90V",3775,44.88301,-73.3307,0,"",0.54,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,74,96,3.94,"",0,2025,"Dead","N",NA,"","",NA,NA,NA,"","",NA,"0","0","Unsure","upland","butternut, white cedar, red cedar","Nearby grasses or forbs","",3779,"collected by catherine","Y",NA,"butternut","white cedar","red cedar","","","","","",NA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"98",234,"kyliereroth@gmail.com","9/10/2025","ILM","BU","323","SonyHX90V",3801,44.88302,-73.3311,0,"",1.33,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,20,18,84,70,6.48,"",0,2024,"Alive","",0,"Y","Y",0,5,15,"","",NA,"0","0","Unsure","upland","buckthorn, red cedar, honeysuckle, butternut","None apparent","",3809,"collected by catherine","Y",NA,"buckthorn","red cedar","honeysuckle","butternut","","","","",NA,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"99",235,"kyliereroth@gmail.com","9/10/2025","ILM","BU","329","SonyHX90V",3810,44.88291,-73.3312,0,"",1.35,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,95,90,56,8.9,"",0,2024,"Alive","",0,"Y","Y",45,15,40,"","",NA,"0","0","0","upland","butternut, white cedar, red cedar, buckthorn, honeysuckle","None apparent","",3820,"collected by catherine","Y",NA,"butternut","white cedar","red cedar","buckthorn","honeysuckle","","","",NA,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"100",236,"kyliereroth@gmail.com","9/4/2025","ILM","BU","330","SonyHX90V",1875,44.88297,-73.331,0,"",0.96,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,59,60,82,87,5.61,"",2,2022,"Alive","",0,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, buckthorn, elm, butternut","None apparent","",1881,"possibly leafless due to drought. collected by catherine","Y",NA,"red cedar","buckthorn","elm","butternut","","","","",NA,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"101",237,"kyliereroth@gmail.com","9/4/2025","ILM","BU","331","SonyHX90V",1896,44.88301,-73.3312,0,"",1.84,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,93,96,94,92,7.63,"",0,2024,"Alive","",85,"Y","N",0,5,55,"","",NA,"Unsure","0","0","upland","butternut, elm, white cedar, buckthorn, red cedar","None apparent","",1913,"collected by catherine","Y",NA,"butternut","elm","white cedar","buckthorn","red cedar","","","",NA,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"102",238,"kyliereroth@gmail.com","9/4/2025","ILM","BU","332","SonyHX90V",1882,44.88302,-73.3312,0,"",2.04,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,94,96,96,94,8.89,"",1,2023,"Alive","",90,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","butternut, red cedar, elm, buckthorn","None apparent","",1895,"9.29 basal diameter of second stem. collected by catherine","Y",NA,"butternut","red cedar","elm","buckthorn","","","","",NA,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"103",239,"kyliereroth@gmail.com","9/4/2025","ILM","BU","339","SonyHX90V",1782,44.88302,-73.3316,0,"",1.92,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,11,4,9,26,9.18,"",0,2023,"Alive","",80,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, buckthorn, bitternut hickory, dogwood, elm","None apparent","",1788,"collected by kylie","Y",NA,"red cedar","buckthorn","hickory","dogwood","elm","","","",NA,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"104",240,"kyliereroth@gmail.com","9/4/2025","ILM","BU","350","SonyHX90V",1789,44.88298,-73.3315,0,"",1.5,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,10,19,28,10,6.3,"",0,2024,"Alive","",20,"N","",NA,NA,NA,"","",NA,"1","0","0","upland","red cedar, bitternut hickory, elm, dogwood","None apparent","",1793,"collected by kylie","Y",NA,"red cedar","hickory","elm","dogwood","","","","",NA,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"105",241,"kyliereroth@gmail.com","9/8/2025","ILM","BU","356","SonyHX90V",3010,44.881188,-73.330353,1,"N",1.16,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,5,47,37,3,6.88,"",0,2024,"Alive","",10,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","buckthorn, red cedar, honeysuckle, dogwood","None apparent","",3019,"Collected by kylie","Y",NA,"buckthorn","red cedar","honeysuckle","dogwood","","","","",NA,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"106",242,"kyliereroth@gmail.com","9/10/2025","ILM","BU","357","SonyHX90V",3657,44.88295,-73.3301,0,"",1.5,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,83,30,9,85,4.48,"",2,2022,"Alive","",0,"N","",NA,NA,NA,"","",NA,"0","0","Unsure","upland","red cedar, ash, buckthorn, honeysuckle","None apparent","",3665,"collected by catherine","Y",NA,"red cedar","ash","buckthorn","honeysuckle","","","","",NA,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"107",243,"kyliereroth@gmail.com","9/8/2025","ILM","BU","358","SonyHX90V",3032,44.88227,-73.3306,0,"",1.31,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,14,6,0,4,4.15,"",1,2022,"Alive","",95,"N","",NA,NA,NA,"","",NA,"Unsure","0","0","upland","red cedar, dogwood, shagbark hickory, white cedar, ash","None apparent","",3038,"collected by kylie","Y",NA,"red cedar","dogwood","hickory","white cedar","ash","","","",NA,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"108",244,"kyliereroth@gmail.com","9/8/2025","ILM","BU","360","SonyHX90V",2923,44.88297,-73.3298,1,"NE",1.54,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,14,15,18,35,6.29,"",1,2024,"Alive","",95,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, butternut, honeysuckle","None apparent","",2931,"collected by catherine","Y",NA,"red cedar","butternut","honeysuckle","","","","","",NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"109",245,"kyliereroth@gmail.com","9/10/2025","ILM","BU","364","SonyHX90V",3652,44.88316,-73.3298,0,"",1.25,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,74,84,69,69,6.23,"",0,2024,"Alive","",0,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, buckthorn","None apparent","",3656,"collected by catherine","Y",NA,"red cedar","buckthorn","","","","","","",NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"110",246,"kyliereroth@gmail.com","9/7/2025","ILM","BU","365","SonyHX90V",2951,44.88325,-73.3298,1,"NW",1.39,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,11,26,52,40,10.23,"",0,2024,"Alive","",0,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, butternut, honeysuckle","None apparent","",2957,"collected by catherine","Y",NA,"red cedar","butternut","honeysuckle","","","","","",NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"111",247,"kyliereroth@gmail.com","9/8/2025","ILM","BU","366","SonyHX90V",2958,44.88331,-73.3298,0,"",1.25,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,35,12,20,33,8.06,"Vole (nibbling on the bark)",0,2024,"Alive","",0,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, buckthorn, honeysuckle, dogwood","None apparent","",2967,"collected by catherine","Y",NA,"red cedar","buckthorn","honeysuckle","dogwood","","","","",NA,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Vole (nibbling on the bark)",""
"112",248,"kyliereroth@gmail.com","9/8/2025","ILM","BU","367","SonyHX90V",2968,44.883448,-73.32916,0,"",2.02,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,89,72,85,96,8.28,"",0,2023,"Alive","",65,"Y","Y",0,5,50,"","",NA,"0","0","0","upland","red cedar, butternut, honesuckle","None apparent","",2977,"collected by catherine","Y",NA,"red cedar","butternut","honeysuckle","","","","","",NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"113",249,"kyliereroth@gmail.com","9/8/2025","ILM","BU","369","SonyHX90V",2978,44.88337,-73.3295,0,"",2.68,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,79,72,94,88,8.24,"",1,2024,"Alive","",100,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","butternut, red cedar, honeysuckle","None apparent","",2989,"2 live stems. collected by catherine","Y",NA,"butternut","red cedar","honeysuckle","","","","","",NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"114",250,"kyliereroth@gmail.com","9/9/2025","ILM","BU","370","SonyHX90V",3587,44.88359,-73.3294,1,"NE",1.27,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,8,3,17,40,6.94,"",0,2024,"Alive","",75,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","buckthorn, red cedar, butternut","None apparent","",3596,"collected by catherine","Y",NA,"buckthorn","red cedar","butternut","","","","","",NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"115",251,"kyliereroth@gmail.com","9/9/2025","ILM","BU","371","SonyHX90V",3564,44.88376,-73.3291,0,"",1.69,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,23,4,38,24,8.13,"",0,2024,"Alive","",95,"Y","Y",0,3,35,"","",NA,"0","0","0","upland","red oak, red cedar, ash, white cedar, butternut","None apparent","",3576,"collected by catherine","Y",NA,"oak","red cedar","ash","white cedar","butternut","","","",NA,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"",""
"116",252,"kyliereroth@gmail.com","9/9/2025","ILM","BU","373","SonyHX90V",3577,44.8836,-73.3289,0,"",1.08,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,36,25,64,73,6.13,"",0,2024,"Alive","",15,"Y","Y",0,10,95,"","",NA,"0","0","0","upland","red cedar, box elder, buckthorn, ash","None apparent","",3586,"collected by catherine","Y",NA,"red cedar","boxelder","buckthorn","ash","","","","",NA,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"",""
"117",253,"kyliereroth@gmail.com","9/7/2025","ILM","BU","377","SonyHX90V",2722,44.884508,-73.32843,0,"",1.33,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,45,43,27,4,4.36,"",1,2024,"Alive","",85,"N","",NA,NA,NA,"","",NA,"0","Unsure","0","upland","red cedar, buckthorn","None apparent","",2732,"collected by catherine","Y",NA,"red cedar","buckthorn","","","","","","",NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"118",103,"cdellolio@mortonarb.org","9/10/2025","ILM","Bu","385","SonyHX90V",3957,44.8865,-73.327,1,"SW",0.66,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,16,18,10,3,6.11,"",0,NA,"Alive","",20,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","Ash","None apparent","",3971,"collected by Kylie","Y",NA,"ash","","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"119",106,"cdellolio@mortonarb.org","9/10/2025","ILM","Bu","385","SonyHX90V",3957,44.8865,-73.327,0,"",0.66,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,16,18,10,3,6.11,"",0,2023,"Alive","",20,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","Ash","None apparent","",3964,"","Y",NA,"ash","","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"120",290,"cdellolio@mortonarb.org","9/10/2025","ILM","Bu","386","SonyHX90V",3965,44.88653,-73.3272,1,"SW",0.58,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,93,96,96,8.47,"",0,2024,"Alive","",95,"N","",NA,NA,NA,"","",NA,"Unsure","0","0","upland","None close enough","None apparent","",3971,"collected by kylie","Y",NA,"","","","","","","","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"121",291,"cdellolio@mortonarb.org","9/10/2025","ILM","Bu","387","SonyHX90V",3972,44.88688,-73.3276,0,"",2.19,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,20,84,93,59,16.21,"",0,2021,"Alive","",90,"Y","Y",5,2,7,"","",NA,"0","0","0","upland","Elm, ash, sumac, black walnut","Vines on the tree","",3984,"collected by kylie","Y",NA,"elm","ash","sumac","black walnut","","","","",NA,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
